dataset,path,original_class,label,included_six_class,width,height,mode,sha256,file_size,duplicate_group_size,is_exact_duplicate,cross_label_conflict,within_dataset_duplicate_rank,eligible_after_dedup,excluded_due_to_target_overlap,source_duplicate_rank,role
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_1124.jpg,glass,glass,True,201,251,RGB,7b8d2f39253c636de3641339c4818a3a613e30a11ca17f2b2dd6d4186042769c,2742,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_553.jpg,paper,paper,True,169,225,RGB,b31c42ad82049678d1fdb8713aad983158e75dda9540b533ae0058f01204fe14,10662,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_159.jpg,plastic,plastic,True,1536,2048,RGB,dc33d401dd4d7a7c153afdf32d21297653306a27c3a754eefe3ac1ab4d447821,529359,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_804.jpg,paper,paper,True,474,355,RGB,c2b618a8b303dd1069ab1e65b3a2953b1c23c0a6c8257f2ec9efc5c44a417cbd,35994,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/trash/trash_452.jpg,trash,trash,True,225,225,RGB,74e8f4d778d02f7de8874c788640aae640a14cd0339eb2fb64629fd405e216c9,3123,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_1301.jpg,plastic,plastic,True,275,183,RGB,52ef5681bdd8c590f4fbb186d6f5bbb516c652dc9f56fe46543ed3864b310b2b,7570,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_1270.jpg,paper,paper,True,1024,682,RGB,0ab9338add584bd571571892d2987916a564db993d30dcbb5c589e6d22f99ce1,78790,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/cardboard/cardboard_1003.jpg,cardboard,cardboard,True,225,225,RGB,f118931744488096b6cdbccf1f671536cfd8300ae7635dce0e550b6628dafc31,2905,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/metal/metal_626.jpg,metal,metal,True,298,169,RGB,2b8f6c1e485c550151c0bc19423e682d45261f71048802190433e8bbbfb56077,11951,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_576.jpg,plastic,plastic,True,225,225,RGB,73ea68ffe2d94f2b6df2c35d20c8ca2c6a5cbf75e997d795fdc6ca9fe5b2d7a0,5926,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_222.jpg,plastic,plastic,True,259,194,RGB,668d08f80745db11566b6471af01b5e4ce2c9642a3fc99b846d89753b69acb3f,10619,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/trash/trash_182.jpg,trash,trash,True,800,600,RGB,d3a4b50e70b3a50272d6b5d9a4205996b96cc468a9a27eaddbe6670cda4886f9,68165,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/cardboard/cardboard_888.jpg,cardboard,cardboard,True,400,400,RGB,9f0a965481b005facd15519a076fc10c6ad0a9edf694afd554f75ad131115e52,23763,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_380.jpg,paper,paper,True,768,818,RGB,fd68b56602adc539f3d6ea5b651970683fcb70f6e16f858fe8c05cd16bc56301,235782,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/trash/trash_157.jpg,trash,trash,True,800,450,RGB,f45203ec0e4c85591f1c41e5c032678f97779fe8f4e830523d03b2706662b099,83066,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_1326.jpg,paper,paper,True,626,417,RGB,8c9f3f775a738c6f4dce82b9c82e91fbc3fd0ceae08b44ba9383fee69d5ed824,58185,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/trash/trash_392.jpg,trash,trash,True,311,162,RGB,3f4d2007a6e66dbd3b7f24f4deb1ac8dfa14c81539269fdad0bb4e5a9bc86291,7425,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_1067.jpg,paper,paper,True,960,720,RGB,99ffb84e6b2dc0c59f370ef1a83a37a2edd94d23a5751d19791e69439be1a15a,133806,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_820.jpg,paper,paper,True,152,225,RGB,78123cc864eb5b0d62ea5202a2bb88298a86ef02455e23880a48c33a6fd62a29,14408,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_947.jpg,plastic,plastic,True,734,1200,RGB,72caaf064ab9d1eba62e1daebff1b2b0ca576540783a96f5e20f4b8a7018fe4e,67537,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_351.jpg,glass,glass,True,169,225,RGB,e48918638225134b49c2296a9efe522f801e653b88f76e8ede2db3466947b912,7248,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/metal/metal_387.jpg,metal,metal,True,412,266,RGB,fa846fc3f02fb859ff4c42952879ea32c880c71a09060fe144f9f1257b8af046,31092,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_169.jpg,paper,paper,True,200,140,RGB,baceda14bd7aaf5242cae1c9c492d3ee6fd5fa8d972d376cf540b287d0ec23e0,5180,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_858.jpg,plastic,plastic,True,1024,768,RGB,237236bd9a49c3b09bed7d13500ddbabb5c27d9bbc465e558b661a82525ca8d7,88907,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_665.jpg,paper,paper,True,900,506,RGB,db1efa9a553e41638f6ff48ad75d7b95d1c4f22a84465fa1414e59fd963e351a,118361,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_1562.jpg,glass,glass,True,194,259,RGB,d57d45767105cc8c0207e221774ee5ed1539958a1379d90b41b5cc6ca32caf76,5435,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_1554.jpg,glass,glass,True,259,194,RGB,aaf09fd38706ae4511ad489cffd629cdd05294af0d8d7d7c2c5c0534bb298a82,6260,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/cardboard/cardboard_1004.jpg,cardboard,cardboard,True,288,769,RGB,445a7fb05627bac163bb9055b1b594fdbd6f6caef98f43201703febadf8718b4,38819,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_763.jpg,plastic,plastic,True,1280,1236,RGB,6aba3872796f7d0ae761b6ecc3e72b4d450cfd1e63cee80d8c708c9e90d249f3,338378,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_1158.jpg,paper,paper,True,474,355,RGB,f9c8eab67b0d1397e0736b9d8778ecea812125c6d45e214c3078da37f249090b,14836,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_12.jpg,plastic,plastic,True,230,219,RGB,a21f455be0abfce28a9b4f4abb881fdb50b22170ecf296fcce4abbedab8d1593,11074,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_151.jpg,glass,glass,True,570,760,RGB,3ff16dfbdb16f1f7cfd8c56680ab8ee2f229bf85601b3e4d306767edd5617262,37218,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_300.jpg,glass,glass,True,2244,2992,RGB,d91a93b3a264ba2bf7579fcc7b6cbc968cf5f60412f79fd48b06c3890d10ea8a,911637,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/trash/trash_193.jpg,trash,trash,True,800,450,RGB,8b32c02ac734b61d44de4d121fe4d40b4e11bad28fe39eae5c24f283b845e9cb,87033,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_1147.jpg,paper,paper,True,169,225,RGB,4b98d2fcec3b09a2ea253b5c7e4e57f90e11686fb0a6bf33e33082d9aa8d7359,7056,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_572.jpg,plastic,plastic,True,474,631,RGB,4d0e89ab1636d31214500faf46c50291a38b6617966d90650c6734515606ab71,24154,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_1546.jpg,glass,glass,True,225,225,RGB,98f95c5e9dd2b9b64221e59e759227615aa640c6ced2b9e85b0039d1694979c0,3184,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_691.jpg,plastic,plastic,True,225,225,RGB,584160ed6673d8c8ceacb287efdf585060a709e650e6f434ad45f3babc8b3bb5,4648,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_1356.jpg,glass,glass,True,640,640,RGB,002be69bd32325dfe39a1acf896aa358c17d0f079593db1f8196338ebb7770ad,50347,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/cardboard/cardboard_340.jpg,cardboard,cardboard,True,280,180,RGB,e5dd0959915453d8d40faeb534a9f77b4b0c25e89d98ee01a315479f58d3fc6a,4444,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_1734.jpg,glass,glass,True,183,275,RGB,fcb9a7f04c63ed37e2bc0c62ef0058d242d9d149ee2287ed3a03e684400a0e34,3443,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/cardboard/cardboard_641.jpg,cardboard,cardboard,True,306,306,RGB,69f10ae5ca995ddb1ac9230ca6af08b8e5583a9160eb8787d6fb60c772dbf929,15018,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_228.jpg,paper,paper,True,474,315,RGB,cec98e2177306c2595a637a7839cea2b0a73d4265b0a4e9ef2f348ab54138738,7698,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_947.jpg,glass,glass,True,213,176,RGB,d6d441a9f74de90bd558b1bff45dcd0b05a74d913e3dcbdb0bfa7250a6b988f2,20963,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_612.jpg,glass,glass,True,200,200,RGB,c71d6404176955027f88d7d6c3924b6836e15aeb2caa0ce6aef22a4640238576,4206,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/trash/trash_243.jpg,trash,trash,True,225,225,RGB,5d70d05fb5673729a11804db2d92cc5c49a24a140c6cc3d46e74cdeb051e262a,1753,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/trash/trash_124.jpg,trash,trash,True,275,183,RGB,4190879cadf8aa6a6af9cd12a606a451ed34b35006f4b0f5d97762049a31f896,3467,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_1090.jpg,plastic,plastic,True,634,1280,RGB,70694f38f3029db8096294f9c7a912755372331fe20e16e8079e7b9e56f6d818,52511,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_1467.jpg,glass,glass,True,146,146,RGB,4f9431d05c41b5e2e5f55bce53dbeed661a91279a83fc1504cb0ed8999034ccb,2663,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_181.jpg,plastic,plastic,True,640,960,RGB,35a9492c19b70dc69fa24f4712cea94c1d178269fc33a81c3452dfb3e7b064c5,399790,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_147.jpg,glass,glass,True,425,638,RGB,b4736c9e0f9df953d356bfbbad29143ae862773f65f556621571f1157922ad40,23372,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_1589.jpg,plastic,plastic,True,1080,1080,RGB,f1e6d9da43a664f84ea67483f822846accad6ccc22c1cc3b80aeb7c17fd3a122,33883,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_176.jpg,plastic,plastic,True,800,600,RGB,b2c599d932572ee769a153b5b23f53478cfc9edf771ac6b6ed0e0f52b523a3cd,54970,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_1360.jpg,plastic,plastic,True,300,168,RGB,2e7d00be213e601894305d17b9864886670f344536a9f06fea3efea90e1734fa,7749,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/metal/metal_527.jpg,metal,metal,True,480,360,RGB,d779c5be3306a11826b3dd1e59d37033bf63c215f4b8766fb7259c0c72922463,27260,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_130.jpg,plastic,plastic,True,225,225,RGB,ef9bd037f4e782ff2aec8075666bc5562a0207d8bb35832291451e7b5146c8aa,5258,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/cardboard/cardboard_1286.jpg,cardboard,cardboard,True,1024,768,RGB,87f1f2ea9f9a8b3f86a02b929cf0c4b4dedd2306a279af552d7844f0305812ac,50328,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_632.jpg,plastic,plastic,True,1280,959,RGB,a6e8f3198e44bf8b0ce0291e60f1869c2a4998b5765fe16feab72a02d7e0dc17,135968,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_1041.jpg,paper,paper,True,414,300,RGB,23eb95d47607a2f867717c3eb65ddea627b8e59eddf2059981ef6265b065fc3d,8933,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_164.jpg,paper,paper,True,474,135,RGB,76ca9f0eb4628e6874ebf24c87bc2585476c703f78663967503c0e3a874baa92,13675,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_1659.jpg,glass,glass,True,640,640,RGB,aba6063dcd4927b9feb4ebb98e94b157badb47f3739a4f5753a07aaab91576d6,27225,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_1176.jpg,plastic,plastic,True,350,595,RGB,5d4564ddcb5de9163430f6f044a4cdcb851caf5e1a0f81fa373dc02c7c069780,59681,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_1263.jpg,plastic,plastic,True,1496,2256,RGB,81abecb07c819f2a2d87dea9fa7cfca6ae58d776d57711f8323c53aa9cb3cf69,785942,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_690.jpg,paper,paper,True,1140,855,RGB,f9ebad7cbdd2d30b74702c6867e73199bda09dfd5be3dbc595e5113c4bc8e380,303256,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/cardboard/cardboard_1383.jpg,cardboard,cardboard,True,259,194,RGB,003d083afe301472cd69ad0a1d6629e94052a53603f8b738d90e9072b901b2d9,5595,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_1070.jpg,glass,glass,True,723,483,RGB,46cdafb77145f45697983cb40ea336bb748dc829400c71a6756c354b422c79b2,16289,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_1618.jpg,glass,glass,True,570,426,RGB,b1a3c307e0110d7e130840cabea68bdab68cff9ae5f7c6f3c199d100256f7305,41675,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_1282.jpg,plastic,plastic,True,300,400,RGB,d6e4b2cf831f0a364eca87f94de5b5e30820a55aac3c7e15dac504b836eb0482,12394,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_1348.jpg,glass,glass,True,320,485,RGB,4c136fc29194c41c49602c3c998bcad940f3c4b9de007289df64a800dabfbe1d,19559,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_1052.jpg,glass,glass,True,225,225,RGB,a48be665e40161176a037084abee62c1408b016677ef3e561164e103014a4848,7389,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_1719.jpg,glass,glass,True,212,238,RGB,87a8c50f847bd677adf1f3981a64355cdea51ac22a9d34d747bdc19ff5070eed,8516,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_1581.jpg,glass,glass,True,1588,2117,RGB,4a36dfb547ddcbf6869abd7d116f2a3741da8e95dafa444dee45c4e7993abcf1,116329,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/metal/metal_150.jpg,metal,metal,True,276,182,RGB,25f8ac2dc0ecce32d24f6d79ce63c01c7cd55d9b182bcc9341490dc196768a07,5483,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/metal/metal_744.jpg,metal,metal,True,600,600,RGB,e4021598af11a2fee06397ff40f8c63fe78fc575e773872a42c45400724b2997,51099,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_1415.jpg,plastic,plastic,True,222,262,RGB,b8552d2d128c70137f9b19e5bc70810e5081db75ad2621fec90172635c36c44a,32819,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/metal/metal_433.jpg,metal,metal,True,474,355,RGB,f7fa94690a60d71c9f4c102f5e7559ca1c0cfcbac491792fb7c97027365c9895,26509,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/metal/metal_667.jpg,metal,metal,True,275,183,RGB,471e6ca69bbe3d3ed595273e9a6e39dd0469a160cca3035b6e8b32d2b8f8dcd0,6849,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_659.jpg,paper,paper,True,466,291,RGB,9a613085cce8d5df54487d02b82d8783bd75defd800edb6a64531e1e5f5ba80e,50427,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_274.jpg,plastic,plastic,True,1580,1920,RGB,871d67c75cbc0e4bd0d787e1b3e588df5b30ee4a7d73bb64497fc3bc71289474,201130,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/trash/trash_104.jpg,trash,trash,True,225,224,RGB,5f04b5d0d92405925bef5d128324d5e9b8f9ecf0303967e84ab1374ad1e2d8c4,5277,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/cardboard/cardboard_1365.jpg,cardboard,cardboard,True,474,315,RGB,099039b5028f1039e1d95a1474819bbc28f08516650304ad9c6543afa2e7c1d8,18806,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/cardboard/cardboard_61.jpg,cardboard,cardboard,True,600,600,RGB,c48a065603c2cc65b7adbe78c07e4e75590726e79711a5bca735b8f32b88e2f1,80012,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/cardboard/cardboard_1311.jpg,cardboard,cardboard,True,990,990,RGB,b9ddbe32b52670f7428d2542455cf051bb090956e530a220d9268c8a8d301523,77833,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/trash/trash_387.jpg,trash,trash,True,254,199,RGB,1fb1e0ed0888ec41ec9977c394debf225b560d45c930aa0eaf5bf3ca59fb88cb,3572,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_1076.jpg,glass,glass,True,225,225,RGB,6c3eb38492257f63ba2af3837e47d8b6d26fe827a93349ffee3bfc8b6d397ca4,4166,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_904.jpg,glass,glass,True,194,259,RGB,d9e861cb8053e2820487b0d28a924f54d384b7f7a4e886c523850ea7f3ed4b0a,6268,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/trash/trash_352.jpg,trash,trash,True,800,450,RGB,5c5ee6773d25f614ad3289a3003cc3fa228d0666606ea06856417d7881774503,109611,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_175.jpg,paper,paper,True,533,355,RGB,e2cc7987958ce4b09aeee077728ffa43a931d58871ddf1570f8287a94e40555a,20418,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/trash/trash_87.jpg,trash,trash,True,225,225,RGB,1273938930b4a31e71c6060cf3cdf0f3380b3e114b020a954dc89890801c2f0b,4379,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/metal/metal_796.jpg,metal,metal,True,1500,1500,RGB,aad61347cec331e585c679c6131b27f6b677b1e2b55c617cc309e20fcaac5ca4,151864,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_670.jpg,plastic,plastic,True,599,799,RGB,dc486e0c6f546e313c8dcc4394c9c0538bebf665794c7a37ce35112075a19100,75699,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_982.jpg,glass,glass,True,210,240,RGB,08b082c08763ec79f8a59c81dd88e4a657f28c20b6e26e9e8b1ff8c5acc53e4c,2338,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/cardboard/cardboard_1070.jpg,cardboard,cardboard,True,160,160,RGB,81bfa9170ac29ee9ae52896fdc576aceb8501568abcc045f7fed09b0da0cad84,4368,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_417.jpg,paper,paper,True,800,416,RGB,7404d472c412f1620b3a33f9bd97f8ea62d02af489c8d66912db01bf63a1fc36,13510,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_1168.jpg,plastic,plastic,True,412,489,RGB,a77f5b59e03a7b81391c2d02b317a1dd8299e6b11174d6badaf05ea0d85419c6,61898,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/cardboard/cardboard_798.jpg,cardboard,cardboard,True,259,194,RGB,c9b30cc55d3d2ded6c6b33c43ce59cf968793fe68b744567e5b954a7ef9231af,8451,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/metal/metal_4.jpg,metal,metal,True,363,139,RGB,0ea99637713ed1e4df673eba8024132327015ed31700ea7379ca08018ff87006,6881,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_1556.jpg,plastic,plastic,True,474,839,RGB,0b3caaa2305afff97dbeaf54abaee95445c29b6e8d999ba8312e01a8c32b2c9f,59066,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/trash/trash_90.jpg,trash,trash,True,238,212,RGB,47ba4056e2e5108e5a565c4795a48d1f7bc99670c0af1d8eaf2a5aae8ff1ef85,2409,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_938.jpg,glass,glass,True,474,474,RGB,97e118e5045168d8d8546d1e4864f39e988e02a886c99bfe52d543af81a12fdf,26975,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/cardboard/cardboard_412.jpg,cardboard,cardboard,True,474,474,RGB,5029d43cb8826af61a9fc013cab5fb74d39fd7ce12d7bc1f8687e366eaa20bac,16669,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_1016.jpg,plastic,plastic,True,637,1280,RGB,c7827b4a84fa299c7f30478f1d44bd2296c695aafd7a5805ff0c82291c47811f,57242,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/cardboard/cardboard_1178.jpg,cardboard,cardboard,True,276,182,RGB,643e23799045c555d42013f14e5e35ed78e5f6a93f393c15fa6d6f600765c464,6173,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_941.jpg,glass,glass,True,180,340,RGB,b8a7889fab86344901df2b4fcc68166b21de9ff4b185a2cd8cb9da7c165c3907,19037,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_14.jpg,glass,glass,True,225,225,RGB,74e6bc323707f512c80d4800fd721bd48cef5b32d0c1ba96eabe9efd7fc705d4,2830,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/trash/trash_174.jpg,trash,trash,True,230,219,RGB,163e8d683b2d2b8f15229864d4a269a62a751e68a81aafda2f0860ad1e3e96b7,3060,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/metal/metal_213.jpg,metal,metal,True,474,355,RGB,be1553bd79fecc76f382ec0cdd6746808a83a2597959f6b556aa0405465dccd3,18970,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/cardboard/cardboard_399.jpg,cardboard,cardboard,True,400,400,RGB,38720c3eaf9b7f1f256025fff7b2097c894ce46d96ec25142a3cbfdf429a66fe,29803,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_561.jpg,paper,paper,True,400,400,RGB,8fecee0560bbf08734391235e786c60f4b31b9241ebdd72adf39c66d0dba9095,14149,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/trash/trash_268.jpg,trash,trash,True,800,450,RGB,9da64854c56929c9816ef9f2224f765bb83e6c02fb86c35500d979b96d6eb59c,99903,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_626.jpg,glass,glass,True,243,208,RGB,3e37cac014e847467bcba3065e725151da1c6ad163d108cd122282d23061097d,3179,2,True,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_888.jpg,paper,paper,True,800,600,RGB,9783a0079c8ad54a0b5f041825739929d990df90eaa0e525115635eb4de3d660,50614,1,False,False,0,True,False,0.0,source_train
garbage_v2,/content/waste_datasets/garbage_v2/original/trash/trash_58.jpg,trash,trash,True,279,181,RGB,e21d6dc795204f154f5bc313f3c4f0380220f73e48a9a456aaba12d647acc9c0,2550,2,True,False,0,True,False,0.0,source_train
