dataset,path,original_class,label,included_six_class,width,height,mode,sha256,file_size,duplicate_group_size,is_exact_duplicate,cross_label_conflict,within_dataset_duplicate_rank,eligible_after_dedup
household,/content/waste_datasets/household/garbage_classification/green-glass/green-glass185.jpg,green-glass,glass,True,512,384,RGB,3b2881134af110d59e8b4ccc50727239edfa5e5c03a63da792ae685edafe8c5a,7289,3,True,False,0,True
trashnet,/content/waste_datasets/trashnet/dataset-resized/glass/glass262.jpg,glass,glass,True,512,384,RGB,3b2881134af110d59e8b4ccc50727239edfa5e5c03a63da792ae685edafe8c5a,7289,3,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/shoes/shoes_374.jpg,shoes,,False,400,533,RGB,3b28d5a6bf2888decc6d27c0ab0d3226de836f53f3e11e20d574a9ee4835bffb,36493,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/shoes/shoes1666.jpg,shoes,,False,400,533,RGB,3b28d5a6bf2888decc6d27c0ab0d3226de836f53f3e11e20d574a9ee4835bffb,36493,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/cardboard/cardboard_303.jpg,cardboard,cardboard,True,235,214,RGB,3b2aa2f5e442d3b960ea18e28d91a5c81be94e7771916811ef7ac67a3444d617,3811,2,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/cardboard/cardboard433.jpg,cardboard,cardboard,True,235,214,RGB,3b2aa2f5e442d3b960ea18e28d91a5c81be94e7771916811ef7ac67a3444d617,3811,2,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/trash/trash_404.jpg,trash,trash,True,512,384,RGB,3b3a24ffa5df2f643aed2ddb3a26f1b62cc5678b3cf9774121a05bb4d0f3e502,6528,2,True,False,0,True
trashnet,/content/waste_datasets/trashnet/dataset-resized/trash/trash127.jpg,trash,trash,True,512,384,RGB,3b3a24ffa5df2f643aed2ddb3a26f1b62cc5678b3cf9774121a05bb4d0f3e502,6528,2,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_1054.jpg,glass,glass,True,512,384,RGB,3b41c3a115d25e41fdcabd738d207e7a2f99f45519ce8ad45a58293de281ac33,9728,2,True,False,0,True
trashnet,/content/waste_datasets/trashnet/dataset-resized/glass/glass292.jpg,glass,glass,True,512,384,RGB,3b41c3a115d25e41fdcabd738d207e7a2f99f45519ce8ad45a58293de281ac33,9728,2,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/battery/battery_236.jpg,battery,,False,244,207,RGB,3b54b137758dbaa1fc09c8c0a71aab495a50c1fa8b0c92fe88fbfb4f3921eef5,9510,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/battery/battery72.jpg,battery,,False,244,207,RGB,3b54b137758dbaa1fc09c8c0a71aab495a50c1fa8b0c92fe88fbfb4f3921eef5,9510,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_20.jpg,glass,glass,True,225,225,RGB,3b6325f4620017bad88a3e6e273ec6a165609cf057f3146be9cb2c8e1f512921,3771,2,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/brown-glass/brown-glass268.jpg,brown-glass,glass,True,225,225,RGB,3b6325f4620017bad88a3e6e273ec6a165609cf057f3146be9cb2c8e1f512921,3771,2,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_1423.jpg,glass,glass,True,512,384,RGB,3b673c0a98f66b2153983e049f2231acd197da6322ec81a5e26dc4281dcf1edd,13899,3,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/white-glass/white-glass596.jpg,white-glass,glass,True,512,384,RGB,3b673c0a98f66b2153983e049f2231acd197da6322ec81a5e26dc4281dcf1edd,13899,3,True,False,0,True
trashnet,/content/waste_datasets/trashnet/dataset-resized/glass/glass144.jpg,glass,glass,True,512,384,RGB,3b673c0a98f66b2153983e049f2231acd197da6322ec81a5e26dc4281dcf1edd,13899,3,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_158.jpg,glass,glass,True,168,300,RGB,3b6b86ef20d609e939e5932740ac510fd6ad3a3ea5290d30ca3e3c18d713b0de,3528,2,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/green-glass/green-glass463.jpg,green-glass,glass,True,168,300,RGB,3b6b86ef20d609e939e5932740ac510fd6ad3a3ea5290d30ca3e3c18d713b0de,3528,2,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/shoes/shoes_161.jpg,shoes,,False,400,534,RGB,3b6ecafea3e8e941e1ccfb8ba341da499e9338bc53f77295f43c5a37973c0eb9,18039,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/shoes/shoes1204.jpg,shoes,,False,400,534,RGB,3b6ecafea3e8e941e1ccfb8ba341da499e9338bc53f77295f43c5a37973c0eb9,18039,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/clothes/clothes_171.jpg,clothes,,False,400,534,RGB,3b73f0ff2000ad308179591cd8861dc821e5a0d1192a5e0bea42791047eabf05,32515,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/clothes/clothes341.jpg,clothes,,False,400,534,RGB,3b73f0ff2000ad308179591cd8861dc821e5a0d1192a5e0bea42791047eabf05,32515,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/battery/battery_675.jpg,battery,,False,225,225,RGB,3b77996f919fcf7617c1f7ee26d46f8919bee4134e374b6afefb0c1c28acd8bb,6660,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/battery/battery783.jpg,battery,,False,225,225,RGB,3b77996f919fcf7617c1f7ee26d46f8919bee4134e374b6afefb0c1c28acd8bb,6660,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/clothes/clothes_1878.jpg,clothes,,False,400,533,RGB,3b7a141966adf0809c463c06aa68da5e880c8c3cc001964acbd424f1c07bbafe,21834,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/clothes/clothes2653.jpg,clothes,,False,400,533,RGB,3b7a141966adf0809c463c06aa68da5e880c8c3cc001964acbd424f1c07bbafe,21834,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/metal/metal_311.jpg,metal,metal,True,254,199,RGB,3b7e4afff8d22649b0f944fa9d3b2c1fd26af07ff3ec4c6a3a6cc38af95e9e38,5689,2,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/metal/metal574.jpg,metal,metal,True,254,199,RGB,3b7e4afff8d22649b0f944fa9d3b2c1fd26af07ff3ec4c6a3a6cc38af95e9e38,5689,2,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_995.jpg,paper,paper,True,512,384,RGB,3b82772d2649481097e9d843f019974ba6f375ecaaabcc8d4339b00fff38f9e0,10682,3,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/paper/paper919.jpg,paper,paper,True,512,384,RGB,3b82772d2649481097e9d843f019974ba6f375ecaaabcc8d4339b00fff38f9e0,10682,3,True,False,0,True
trashnet,/content/waste_datasets/trashnet/dataset-resized/paper/paper479.jpg,paper,paper,True,512,384,RGB,3b82772d2649481097e9d843f019974ba6f375ecaaabcc8d4339b00fff38f9e0,10682,3,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/green-glass/green-glass449.jpg,green-glass,glass,True,243,208,RGB,3b83999c47c07b0f4647a552b6ac82c344670afbcf695544e4189dcf1f3f6f43,5661,2,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/green-glass/green-glass565.jpg,green-glass,glass,True,243,208,RGB,3b83999c47c07b0f4647a552b6ac82c344670afbcf695544e4189dcf1f3f6f43,5661,2,True,False,1,False
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_223.jpg,plastic,plastic,True,244,206,RGB,3b99d470f05b1416d96e5be7c1a077aa3c98c0fd54d2252952678cba06103bba,4174,2,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/plastic/plastic739.jpg,plastic,plastic,True,244,206,RGB,3b99d470f05b1416d96e5be7c1a077aa3c98c0fd54d2252952678cba06103bba,4174,2,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/shoes/shoes_143.jpg,shoes,,False,259,194,RGB,3b99f3b2747fbe6262ec31eb2ae84ba61c1f2ff7fbf6ef8ec050fa79ebcf5c2b,6627,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/shoes/shoes1036.jpg,shoes,,False,259,194,RGB,3b99f3b2747fbe6262ec31eb2ae84ba61c1f2ff7fbf6ef8ec050fa79ebcf5c2b,6627,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/clothes/clothes_297.jpg,clothes,,False,400,533,RGB,3b9ba436bdb64553898c0a2bd1f5b17315cf8e148da8dfb728fbd7c89e2ff613,25158,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/clothes/clothes1055.jpg,clothes,,False,400,533,RGB,3b9ba436bdb64553898c0a2bd1f5b17315cf8e148da8dfb728fbd7c89e2ff613,25158,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_165.jpg,plastic,plastic,True,512,384,RGB,3b9ffe4f163e4626818b0ac88b0beee5cd018c2456b7c00eb46cbf05052be268,14014,3,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/plastic/plastic148.jpg,plastic,plastic,True,512,384,RGB,3b9ffe4f163e4626818b0ac88b0beee5cd018c2456b7c00eb46cbf05052be268,14014,3,True,False,0,True
trashnet,/content/waste_datasets/trashnet/dataset-resized/plastic/plastic324.jpg,plastic,plastic,True,512,384,RGB,3b9ffe4f163e4626818b0ac88b0beee5cd018c2456b7c00eb46cbf05052be268,14014,3,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/clothes/clothes2051.jpg,clothes,,False,400,533,RGB,3ba6968afff8fc059b69a0dbb03ae11fc7cf43a4fa604d2254b0ede373c5f77a,23966,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/clothes/clothes5234.jpg,clothes,,False,400,533,RGB,3ba6968afff8fc059b69a0dbb03ae11fc7cf43a4fa604d2254b0ede373c5f77a,23966,2,True,False,1,False
garbage_v2,/content/waste_datasets/garbage_v2/original/battery/battery_398.jpg,battery,,False,343,147,RGB,3ba7799844cfa9bed4dac3334ebfdd5bff316371f2fe56848e9a34df2c8b9237,4577,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/battery/battery177.jpg,battery,,False,343,147,RGB,3ba7799844cfa9bed4dac3334ebfdd5bff316371f2fe56848e9a34df2c8b9237,4577,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/glass/glass_455.jpg,glass,glass,True,512,384,RGB,3bb32682a12512d9910974e21afa5a7384d072c28a84fc026f3fcf8abcb474a0,13575,3,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/brown-glass/brown-glass289.jpg,brown-glass,glass,True,512,384,RGB,3bb32682a12512d9910974e21afa5a7384d072c28a84fc026f3fcf8abcb474a0,13575,3,True,False,0,True
trashnet,/content/waste_datasets/trashnet/dataset-resized/glass/glass80.jpg,glass,glass,True,512,384,RGB,3bb32682a12512d9910974e21afa5a7384d072c28a84fc026f3fcf8abcb474a0,13575,3,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/shoes/shoes_768.jpg,shoes,,False,400,711,RGB,3bb5017509d448f817e1b1adfa8ba5443a99dafa0e974b1e1e828cceccb601fd,20545,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/shoes/shoes1970.jpg,shoes,,False,400,711,RGB,3bb5017509d448f817e1b1adfa8ba5443a99dafa0e974b1e1e828cceccb601fd,20545,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/trash/trash_333.jpg,trash,trash,True,512,384,RGB,3bde5980ea8d4947ec29e8efee5d361c353064c2f18aa27a86597f06ec5b7c2c,25856,2,True,False,0,True
trashnet,/content/waste_datasets/trashnet/dataset-resized/trash/trash11.jpg,trash,trash,True,512,384,RGB,3bde5980ea8d4947ec29e8efee5d361c353064c2f18aa27a86597f06ec5b7c2c,25856,2,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_573.jpg,paper,paper,True,512,384,RGB,3be8b3c06fd8ac3684fd3ef524d402f7fe00bd5ba88881de3574c9ec2209306a,19652,3,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/paper/paper856.jpg,paper,paper,True,512,384,RGB,3be8b3c06fd8ac3684fd3ef524d402f7fe00bd5ba88881de3574c9ec2209306a,19652,3,True,False,0,True
trashnet,/content/waste_datasets/trashnet/dataset-resized/paper/paper427.jpg,paper,paper,True,512,384,RGB,3be8b3c06fd8ac3684fd3ef524d402f7fe00bd5ba88881de3574c9ec2209306a,19652,3,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_914.jpg,plastic,plastic,True,512,384,RGB,3bea414efe7ec324c143e02c7e84c5966cdcf702cd0e75e38b29783881d78d17,18959,3,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/plastic/plastic436.jpg,plastic,plastic,True,512,384,RGB,3bea414efe7ec324c143e02c7e84c5966cdcf702cd0e75e38b29783881d78d17,18959,3,True,False,0,True
trashnet,/content/waste_datasets/trashnet/dataset-resized/plastic/plastic89.jpg,plastic,plastic,True,512,384,RGB,3bea414efe7ec324c143e02c7e84c5966cdcf702cd0e75e38b29783881d78d17,18959,3,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/battery/battery_303.jpg,battery,,False,225,225,RGB,3becf36fdbc9c4793cdc3fad7a98aa39bf4522009fa0fa23d0f99265708820df,3476,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/battery/battery414.jpg,battery,,False,225,225,RGB,3becf36fdbc9c4793cdc3fad7a98aa39bf4522009fa0fa23d0f99265708820df,3476,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/clothes/clothes_665.jpg,clothes,,False,533,400,RGB,3bf24b8bbf3943fc1005a5c54ae5ffc8b91ff8f02b9333ddfad7c3c66f6fa26a,18801,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/clothes/clothes2859.jpg,clothes,,False,533,400,RGB,3bf24b8bbf3943fc1005a5c54ae5ffc8b91ff8f02b9333ddfad7c3c66f6fa26a,18801,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/clothes/clothes_131.jpg,clothes,,False,400,534,RGB,3c01ca00f329080f4cb269822e7a1718dc30522adc3830d9a8a6a96ec390f491,16289,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/clothes/clothes2861.jpg,clothes,,False,400,534,RGB,3c01ca00f329080f4cb269822e7a1718dc30522adc3830d9a8a6a96ec390f491,16289,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/biological/biological_308.jpg,biological,,False,275,183,RGB,3c0a54f71362e006a689dba440b3267a2a2a7437d3da1c58589135501a85066e,9626,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/biological/biological852.jpg,biological,,False,275,183,RGB,3c0a54f71362e006a689dba440b3267a2a2a7437d3da1c58589135501a85066e,9626,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/shoes/shoes_614.jpg,shoes,,False,225,225,RGB,3c19727914c4f193ff027dfdeda4f7307b1a1ec3a426d48148028333fbd5379c,3002,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/shoes/shoes241.jpg,shoes,,False,225,225,RGB,3c19727914c4f193ff027dfdeda4f7307b1a1ec3a426d48148028333fbd5379c,3002,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_318.jpg,plastic,plastic,True,512,384,RGB,3c1cc3b63ab1cdf605adfabb8fb059f2471645516fc99446a4c665d85f7541ff,14716,3,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/plastic/plastic772.jpg,plastic,plastic,True,512,384,RGB,3c1cc3b63ab1cdf605adfabb8fb059f2471645516fc99446a4c665d85f7541ff,14716,3,True,False,0,True
trashnet,/content/waste_datasets/trashnet/dataset-resized/plastic/plastic14.jpg,plastic,plastic,True,512,384,RGB,3c1cc3b63ab1cdf605adfabb8fb059f2471645516fc99446a4c665d85f7541ff,14716,3,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/battery/battery_103.jpg,battery,,False,259,195,RGB,3c27264bf6a778c5ea3a2e2f54b5a927f36a856f8bf85986d2d7f23bd00b2219,5002,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/battery/battery411.jpg,battery,,False,259,195,RGB,3c27264bf6a778c5ea3a2e2f54b5a927f36a856f8bf85986d2d7f23bd00b2219,5002,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/clothes/clothes_1681.jpg,clothes,,False,533,400,RGB,3c3021496de04bd511758c8e3bade73878cafd50be534e25769501e61eb3f95d,27585,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/clothes/clothes4200.jpg,clothes,,False,533,400,RGB,3c3021496de04bd511758c8e3bade73878cafd50be534e25769501e61eb3f95d,27585,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/biological/biological_679.jpg,biological,,False,275,183,RGB,3c3496cb73e681504d54753aa6b1a45d188da235f652e59e19ca4bde53ff5dee,7057,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/biological/biological189.jpg,biological,,False,275,183,RGB,3c3496cb73e681504d54753aa6b1a45d188da235f652e59e19ca4bde53ff5dee,7057,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/biological/biological_225.jpg,biological,,False,290,174,RGB,3c35cb30b1c3503496d62dcbab1eaae8abb385fd0f2eebcca2433eea8ce72966,9133,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/biological/biological676.jpg,biological,,False,290,174,RGB,3c35cb30b1c3503496d62dcbab1eaae8abb385fd0f2eebcca2433eea8ce72966,9133,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/paper/paper_339.jpg,paper,paper,True,512,384,RGB,3c450100d7911dfc43bf22a2c9d385b15e41db51db99f57fbe71c331b704e40b,14539,3,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/paper/paper879.jpg,paper,paper,True,512,384,RGB,3c450100d7911dfc43bf22a2c9d385b15e41db51db99f57fbe71c331b704e40b,14539,3,True,False,0,True
trashnet,/content/waste_datasets/trashnet/dataset-resized/paper/paper446.jpg,paper,paper,True,512,384,RGB,3c450100d7911dfc43bf22a2c9d385b15e41db51db99f57fbe71c331b704e40b,14539,3,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/clothes/clothes_1100.jpg,clothes,,False,400,600,RGB,3c47cc6836cbb5ec6f9834384a2113d6f3ab5795d1c1a138bb1c31393a2a6f62,29485,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/clothes/clothes719.jpg,clothes,,False,400,600,RGB,3c47cc6836cbb5ec6f9834384a2113d6f3ab5795d1c1a138bb1c31393a2a6f62,29485,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/clothes/clothes_258.jpg,clothes,,False,400,533,RGB,3c66e129e54189851889b66cc2327a849b9ccff0417588ca9b342d13d90a2449,15609,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/clothes/clothes2188.jpg,clothes,,False,400,533,RGB,3c66e129e54189851889b66cc2327a849b9ccff0417588ca9b342d13d90a2449,15609,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/biological/biological_124.jpg,biological,,False,300,168,RGB,3c68954158d6ecc223a0dfed2858833189e27bcec91fb4d96f5df7b14a16be8c,12428,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/biological/biological34.jpg,biological,,False,300,168,RGB,3c68954158d6ecc223a0dfed2858833189e27bcec91fb4d96f5df7b14a16be8c,12428,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/white-glass/white-glass78.jpg,white-glass,glass,True,512,384,RGB,3c6fd9489e4f34920a581c19930bb6288d757089c209e925cb24cf5988fe79a4,14294,2,True,False,0,True
trashnet,/content/waste_datasets/trashnet/dataset-resized/glass/glass305.jpg,glass,glass,True,512,384,RGB,3c6fd9489e4f34920a581c19930bb6288d757089c209e925cb24cf5988fe79a4,14294,2,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_784.jpg,plastic,plastic,True,225,225,RGB,3c88c8b9282af4e0d41eae5d2f033630b225525952a764ebfd42e8a040416d79,9230,2,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/plastic/plastic715.jpg,plastic,plastic,True,225,225,RGB,3c88c8b9282af4e0d41eae5d2f033630b225525952a764ebfd42e8a040416d79,9230,2,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/clothes/clothes_1301.jpg,clothes,,False,400,534,RGB,3c935d2a52aa5448689e5e627a623427a3e28c26462b4142256bd2359b75076b,14343,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/clothes/clothes4294.jpg,clothes,,False,400,534,RGB,3c935d2a52aa5448689e5e627a623427a3e28c26462b4142256bd2359b75076b,14343,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/clothes/clothes_234.jpg,clothes,,False,400,533,RGB,3c941fa3074bf1341fb7b291e94e935ab0e8b65a639399782c6874c675f103d5,22987,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/clothes/clothes867.jpg,clothes,,False,400,533,RGB,3c941fa3074bf1341fb7b291e94e935ab0e8b65a639399782c6874c675f103d5,22987,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/cardboard/cardboard_274.jpg,cardboard,cardboard,True,512,384,RGB,3cab8da92906464c455c754c576cf7697ffb5d6ec169e7884f792f33cad264ab,23412,3,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/cardboard/cardboard219.jpg,cardboard,cardboard,True,512,384,RGB,3cab8da92906464c455c754c576cf7697ffb5d6ec169e7884f792f33cad264ab,23412,3,True,False,0,True
trashnet,/content/waste_datasets/trashnet/dataset-resized/cardboard/cardboard365.jpg,cardboard,cardboard,True,512,384,RGB,3cab8da92906464c455c754c576cf7697ffb5d6ec169e7884f792f33cad264ab,23412,3,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/shoes/shoes_100.jpg,shoes,,False,259,194,RGB,3cae2187ccf02a991517b51dc87d88a558e20478acb8b67d6c4259390d2c361c,4383,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/shoes/shoes121.jpg,shoes,,False,259,194,RGB,3cae2187ccf02a991517b51dc87d88a558e20478acb8b67d6c4259390d2c361c,4383,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/trash/trash_176.jpg,trash,trash,True,225,225,RGB,3cb23145b1d3b82a248c64b1b484074de59383eeb677d1206674e81fe79f8ad6,2134,2,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/trash/trash40.jpg,trash,trash,True,225,225,RGB,3cb23145b1d3b82a248c64b1b484074de59383eeb677d1206674e81fe79f8ad6,2134,2,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/battery/battery_443.jpg,battery,,False,220,220,RGB,3cbe36002a90fc7f26990901939fd046fd0c7712e960a96bfbdadb821d933b43,7858,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/battery/battery927.jpg,battery,,False,220,220,RGB,3cbe36002a90fc7f26990901939fd046fd0c7712e960a96bfbdadb821d933b43,7858,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/battery/battery_52.jpg,battery,,False,225,225,RGB,3cc0acce4662e517ba9b6666645f5b2b2b6883d247903d6d2009f28e4686bce5,3479,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/battery/battery468.jpg,battery,,False,225,225,RGB,3cc0acce4662e517ba9b6666645f5b2b2b6883d247903d6d2009f28e4686bce5,3479,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_945.jpg,plastic,plastic,True,300,168,RGB,3cd4768e377538d67690b04f0026645f195c1ee447444aa14c4ea27c8cc5494e,9973,2,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/plastic/plastic514.jpg,plastic,plastic,True,300,168,RGB,3cd4768e377538d67690b04f0026645f195c1ee447444aa14c4ea27c8cc5494e,9973,2,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/metal/metal_429.jpg,metal,metal,True,512,384,RGB,3cdc3eb989939aee0d5be291dbac6db8fde8561fb1bc1a053c81e18f77b225dd,14578,3,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/metal/metal193.jpg,metal,metal,True,512,384,RGB,3cdc3eb989939aee0d5be291dbac6db8fde8561fb1bc1a053c81e18f77b225dd,14578,3,True,False,0,True
trashnet,/content/waste_datasets/trashnet/dataset-resized/metal/metal245.jpg,metal,metal,True,512,384,RGB,3cdc3eb989939aee0d5be291dbac6db8fde8561fb1bc1a053c81e18f77b225dd,14578,3,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_1559.jpg,plastic,plastic,True,512,384,RGB,3cdfa94c9893bf571a8e46fdb728f1f6ea7da1a222c6f6573eb59981631d3d1d,14975,3,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/plastic/plastic217.jpg,plastic,plastic,True,512,384,RGB,3cdfa94c9893bf571a8e46fdb728f1f6ea7da1a222c6f6573eb59981631d3d1d,14975,3,True,False,0,True
trashnet,/content/waste_datasets/trashnet/dataset-resized/plastic/plastic377.jpg,plastic,plastic,True,512,384,RGB,3cdfa94c9893bf571a8e46fdb728f1f6ea7da1a222c6f6573eb59981631d3d1d,14975,3,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/plastic/plastic_1538.jpg,plastic,plastic,True,512,384,RGB,3cea91cd461f29869fb632d8e6e4ee625dcc6dcdaf4d2a3e5c457c70a0ed7bd9,17855,3,True,False,0,True
household,/content/waste_datasets/household/garbage_classification/plastic/plastic232.jpg,plastic,plastic,True,512,384,RGB,3cea91cd461f29869fb632d8e6e4ee625dcc6dcdaf4d2a3e5c457c70a0ed7bd9,17855,3,True,False,0,True
trashnet,/content/waste_datasets/trashnet/dataset-resized/plastic/plastic388.jpg,plastic,plastic,True,512,384,RGB,3cea91cd461f29869fb632d8e6e4ee625dcc6dcdaf4d2a3e5c457c70a0ed7bd9,17855,3,True,False,0,True
garbage_v2,/content/waste_datasets/garbage_v2/original/clothes/clothes_284.jpg,clothes,,False,400,533,RGB,3d0803e5ac97ae6e0e9d03b65240bbf694937d04cb7df48b439360647fa27e5e,16325,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/clothes/clothes2267.jpg,clothes,,False,400,533,RGB,3d0803e5ac97ae6e0e9d03b65240bbf694937d04cb7df48b439360647fa27e5e,16325,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/shoes/shoes_526.jpg,shoes,,False,400,534,RGB,3d0e583b95e75df0d398d3d491f88dccc6d81a5381c0549896f6e9bd1d2e673b,16654,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/shoes/shoes1525.jpg,shoes,,False,400,534,RGB,3d0e583b95e75df0d398d3d491f88dccc6d81a5381c0549896f6e9bd1d2e673b,16654,2,True,False,0,False
garbage_v2,/content/waste_datasets/garbage_v2/original/biological/biological_553.jpg,biological,,False,225,225,RGB,3d128e0b6bfba74a2178c5aba2aaa410d997778674e71fb528411a295f3d3ab1,8613,2,True,False,0,False
household,/content/waste_datasets/household/garbage_classification/biological/biological936.jpg,biological,,False,225,225,RGB,3d128e0b6bfba74a2178c5aba2aaa410d997778674e71fb528411a295f3d3ab1,8613,2,True,False,0,False
